loan_amnt,term,int_rate,annual_inc,dti,fico_avg,emp_length,revol_util,delinq_2yrs,open_acc,pub_rec,PD,LGD,EAD,Expected_Loss,grade,vintage_year,actual_default
35000,36,7.89,110000,26.66,707,10,53.6,0,16,0,0.10287299,0.45,35000,1620.249588,A,2015,0
10000,60,8.18,50000,28.56,702,9,48.1,1,7,0,0.181675366,0.45,10000,817.5391467,B,2015,0
13325,36,6.89,115476,27.52,727,10,60.9,0,16,0,0.073245342,0.45,13325,439.1973832,A,2015,0
5400,36,10.64,62400,25.6,672,10,67.9,2,9,0,0.148775538,0.45,5400,361.524558,B,2015,0
10000,36,13.67,80000,18.12,662,10,94.2,0,13,0,0.194702075,0.45,10000,876.1593376,C,2015,1
35000,60,10.99,130000,27.79,762,0,32.2,0,25,0,0.224528096,0.45,35000,3536.317516,B,2015,0
8000,36,10.64,52000,14.24,677,0,61,0,4,1,0.127856093,0.45,8000,460.2819365,B,2015,0
8000,36,9.99,50000,16.75,667,0,29,0,8,0,0.148218105,0.45,8000,533.5851792,B,2015,0
10000,36,9.17,38000,13.9,677,10,63.6,0,13,0,0.110608555,0.45,10000,497.7384968,B,2015,0
10000,36,6.89,70000,7.99,737,8,22.4,1,16,0,0.056842231,0.45,10000,255.790039,A,2015,0
5000,36,15.41,40400,29.71,667,10,67,1,11,0,0.274193743,0.45,5000,616.9359212,D,2015,0
7000,36,14.48,30000,26.48,662,0,58.2,0,11,1,0.272080989,0.45,7000,857.0551168,C,2015,0
24000,36,9.17,113000,20.92,682,0,45,0,15,0,0.136724173,0.45,24000,1476.621066,B,2015,0
5000,36,6.89,55000,26.16,737,8,23.9,0,15,0,0.074310138,0.45,5000,167.1978103,A,2015,0
20000,36,12.59,93000,9.96,682,10,58.5,0,14,0,0.151104244,0.45,20000,1359.938198,C,2015,0
6000,36,5.32,59000,10.59,757,7,18.4,0,11,0,0.040057292,0.45,6000,108.1546886,A,2015,0
16800,60,13.18,38000,26.09,712,10,100.3,0,6,0,0.250006274,0.45,16800,1890.047433,C,2015,0
9800,36,8.49,45000,5.97,687,4,77.7,0,5,0,0.07768067,0.45,9800,342.5717562,B,2015,0
5000,36,12.59,48000,17.7,677,1,69.2,0,9,0,0.170761606,0.45,5000,384.2136145,C,2015,1
9000,36,11.99,50000,23.5,692,3,63.4,0,10,0,0.160648762,0.45,9000,650.6274877,C,2015,1
20000,36,6.89,80000,13.83,727,10,46.3,0,9,0,0.058784409,0.45,20000,529.0596844,A,2015,0
4000,36,12.88,70000,38.95,662,4,81,1,16,0,0.259665147,0.45,4000,467.3972639,C,2015,1
10000,36,6.89,24000,19.55,697,4,23.5,0,11,0,0.091492277,0.45,10000,411.715248,A,2015,0
7000,36,12.59,165000,8.51,677,2,45,1,10,0,0.147725266,0.45,7000,465.3345868,C,2015,0
16000,36,7.26,200000,11.35,707,10,72.8,3,9,0,0.05853217,0.45,16000,421.431622,A,2015,0
17000,60,14.48,90000,13.21,677,10,48,0,6,0,0.313387905,0.45,17000,2397.417475,C,2015,0
2500,36,9.17,100000,23.75,682,1,49.3,0,10,0,0.1250332,0.45,2500,140.6623499,B,2015,0
7400,36,7.26,70000,10.92,697,4,36.6,0,10,0,0.076807944,0.45,7400,255.7704519,A,2015,0
12150,36,18.2,32000,22.39,677,10,43.7,1,18,0,0.346733003,0.45,12150,1895.762696,E,2015,0
6550,36,11.22,35000,9.53,667,9,61,0,7,0,0.131797784,0.45,6550,388.4739692,B,2015,0
12000,36,6.89,70000,19.34,772,10,68.6,0,14,0,0.045510295,0.45,12000,245.7555932,A,2015,0
16000,60,14.33,64100,23.29,737,4,30.4,0,21,0,0.312241304,0.45,16000,2248.137391,C,2015,0
35000,36,7.89,250000,5.87,747,3,28.6,0,8,0,0.051522575,0.45,35000,811.4805639,A,2015,0
17000,60,8.49,70000,24.81,812,0,11.6,0,14,0,0.108078517,0.45,17000,826.8006547,B,2015,0
7200,36,11.22,40000,21.57,667,0,60.6,0,7,1,0.168610118,0.45,7200,546.2967809,B,2015,0
17000,36,11.99,34000,27,692,10,28.1,0,17,2,0.191330452,0.45,17000,1463.677957,C,2015,0
12500,36,10.64,90000,16.83,727,0,22,1,30,0,0.136552784,0.45,12500,768.1094084,B,2015,0
7000,36,7.26,40000,17.67,702,4,56.2,0,4,0,0.074902409,0.45,7000,235.9425877,A,2015,0
1500,36,12.59,15000,29.52,672,2,48.1,0,9,0,0.217389387,0.45,1500,146.7378362,C,2015,0
12000,36,10.64,250000,5.98,732,10,91.3,0,6,0,0.058928164,0.45,12000,318.2120834,B,2015,0
9000,36,13.67,25000,11.52,662,2,92.2,0,6,0,0.181919785,0.45,9000,736.7751311,C,2015,0
19825,36,13.67,50000,36.21,672,2,85.6,1,11,0,0.258591639,0.45,19825,2306.960657,C,2015,1
4000,36,7.89,42000,16.11,707,1,13.7,1,15,0,0.096983158,0.45,4000,174.5696847,A,2015,0
10000,36,10.64,90000,6.69,667,10,103,1,8,0,0.10524142,0.45,10000,473.5863885,B,2015,0
32000,36,9.99,135000,14.04,667,10,80,1,12,0,0.125230419,0.45,32000,1803.31804,B,2015,0
7525,36,17.27,32000,33.91,707,10,55.8,0,10,0,0.280691962,0.45,7525,950.493158,D,2015,1
16000,36,9.76,90000,6.79,692,1,37.8,0,15,0,0.110159793,0.45,16000,793.1505094,B,2015,0
16000,36,7.89,67000,10.48,667,10,71,1,20,0,0.103365269,0.45,16000,744.2299332,A,2015,0
5000,36,5.32,83000,16.75,717,4,34,1,8,0,0.055794146,0.45,5000,125.5368284,A,2015,0
3000,36,11.99,27500,2.97,707,10,100.7,0,2,0,0.083963143,0.45,3000,113.3502437,C,2015,0
4175,36,12.88,50720,9.16,667,4,85,0,9,0,0.156403297,0.45,4175,293.8426941,C,2015,0
30000,60,18.99,100000,13.88,707,0,55.8,0,4,0,0.41805005,0.45,30000,5643.675676,E,2015,0
8400,36,9.17,62100,11.61,682,4,63.6,2,10,0,0.103109951,0.45,8400,389.7556145,B,2015,0
18675,60,25.99,125000,11.63,662,4,16.5,1,13,1,0.732969395,0.45,18675,6159.691556,F,2015,1
2400,36,13.18,40000,9.57,702,7,2.8,0,6,1,0.145975663,0.45,2400,157.6537159,C,2015,1
9125,36,18.2,60000,9.64,707,6,68.4,0,7,0,0.216570098,0.45,9125,889.2909636,E,2015,0
35000,60,12.59,190000,34,682,10,72.9,0,16,0,0.340742704,0.45,35000,5366.697594,C,2015,0
15000,36,7.26,71000,19.41,732,10,17.2,0,10,0,0.069642323,0.45,15000,470.0856791,A,2015,0
12475,36,5.32,26000,28.49,742,2,69.9,0,6,0,0.054608499,0.45,12475,306.5584587,A,2015,0
10000,36,10.64,45760,16.37,667,9,54.2,0,6,1,0.137610778,0.45,10000,619.2484997,B,2015,0
23500,36,10.78,61850,3.18,672,0,35.9,0,5,0,0.127133963,0.45,23500,1344.441662,B,2015,1
25000,36,11.99,102000,15.45,672,5,53.4,0,22,0,0.188507149,0.45,25000,2120.705428,C,2015,0
12000,36,11.22,52000,20.7,677,2,47.2,0,12,1,0.167812095,0.45,12000,906.1853122,B,2015,0
6025,36,14.48,110000,4.61,677,10,42.9,1,6,0,0.160414272,0.45,6025,434.9231958,C,2015,0
30000,60,13.18,131000,26.47,732,2,24.2,0,13,0,0.286426526,0.45,30000,3866.758099,C,2015,0
8700,36,7.89,89000,19.09,677,0,35,2,18,0,0.122380991,0.45,8700,479.1215804,A,2015,0
25000,60,16.99,150000,31.91,677,5,69.5,0,12,0,0.478781606,0.45,25000,5386.293065,D,2015,1
5000,36,18.2,24000,24.25,662,1,75.4,0,5,0,0.338808162,0.45,5000,762.3183646,E,2015,0
4800,36,10.78,160000,23.3,667,10,97.9,1,15,0,0.140989194,0.45,4800,304.5366589,B,2015,0
25000,36,7.26,95000,16.06,712,10,72.9,0,21,0,0.077284156,0.45,25000,869.4467586,A,2015,0
15000,36,6.49,150000,9.79,742,5,5,0,20,0,0.057778818,0.45,15000,390.0070195,A,2015,0
22000,60,15.77,55000,30.03,732,10,35.7,1,14,0,0.360302799,0.45,22000,3566.99771,D,2015,0
24000,60,9.76,130000,17.61,707,2,61.9,0,15,0,0.196493362,0.45,24000,2122.128305,B,2015,0
5000,36,13.67,115000,11.63,667,1,35.6,0,36,0,0.2515531,0.45,5000,565.9944753,C,2015,0
16000,36,6.24,130000,17.63,742,10,42.7,0,10,0,0.050213884,0.45,16000,361.5399659,A,2015,0
10000,36,9.76,135000,5.41,687,3,26,0,10,0,0.101387646,0.45,10000,456.2444083,B,2015,1
6000,36,11.22,37000,32.4,717,0,59,0,11,0,0.148836903,0.45,6000,401.8596389,B,2015,0
20000,36,10.99,92000,4.37,692,10,56,0,7,0,0.10069674,0.45,20000,906.2706634,B,2015,1
35000,60,13.99,124000,19.31,702,4,76,0,10,1,0.296443728,0.45,35000,4668.988709,C,2015,0
20000,60,16.59,135000,26.92,687,10,78,0,18,0,0.425587224,0.45,20000,3830.285019,D,2015,1
10000,36,5.32,100000,22.17,807,10,5.2,0,23,0,0.038225653,0.45,10000,172.015437,A,2015,0
10000,36,9.17,65000,8.14,672,10,6.7,0,10,0,0.113252848,0.45,10000,509.6378171,B,2015,0
6000,36,9.99,40000,39.27,712,3,47.9,0,8,1,0.143306389,0.45,6000,386.9272493,B,2015,0
35000,36,16.55,75000,22.35,672,9,53,0,11,2,0.295571565,0.45,35000,4655.252143,D,2015,0
14000,36,9.8,175000,25.43,692,4,83.2,0,19,2,0.126582635,0.45,14000,797.4706021,B,2015,0
10000,36,5.32,85000,24.57,707,0,43.9,0,20,0,0.080259653,0.45,10000,361.1684375,A,2015,0
20000,36,9.99,80000,27.88,682,2,61.2,0,20,0,0.16764017,0.45,20000,1508.761533,B,2015,1
28000,60,9.17,117200,30.2,712,4,80.5,0,18,0,0.212239684,0.45,28000,2674.220018,B,2015,0
35000,60,12.59,74000,18.78,732,10,45.1,0,16,0,0.240374113,0.45,35000,3785.892276,C,2015,0
12000,36,5.32,125000,24.09,782,10,13.2,0,32,0,0.051342359,0.45,12000,277.2487404,A,2015,0
15000,36,8.18,74006,33.6,682,10,76.1,0,24,0,0.139957486,0.45,15000,944.7130322,B,2015,1
10000,36,7.89,85000,12.77,697,6,78.5,0,7,0,0.073207646,0.45,10000,329.4344077,A,2015,0
30400,36,17.86,80000,22.61,672,3,58.7,0,15,0,0.34997099,0.45,30400,4787.603146,D,2015,1
10000,36,10.64,100000,4.56,662,0,62.3,0,9,3,0.125409053,0.45,10000,564.3407399,B,2015,0
20000,36,7.89,70000,24.7,717,0,22.4,0,17,0,0.1076542,0.45,20000,968.8877962,A,2015,0
19200,36,6.89,84000,25.96,702,7,42.4,1,9,0,0.088227404,0.45,19200,762.2847733,A,2015,0
18000,36,7.26,83000,12.88,682,10,34.5,0,15,1,0.091398789,0.45,18000,740.3301893,A,2015,0
24000,36,7.89,145000,16.34,717,0,54.5,0,14,0,0.081546107,0.45,24000,880.6979548,A,2015,0
16000,60,13.44,80000,13.44,672,10,65.9,3,10,0,0.297408263,0.45,16000,2141.339491,C,2015,0
14700,60,18.2,35000,35.64,677,10,85.5,0,18,0,0.543764065,0.45,14700,3596.999292,E,2015,0
14100,36,13.18,35256,26.04,662,8,90.1,0,10,0,0.212993829,0.45,14100,1351.445847,C,2015,0
10175,36,9.8,65000,28.03,692,3,57,0,15,0,0.143284838,0.45,10175,656.0654534,B,2015,0
16000,60,18.99,55000,24.44,677,0,55.9,0,9,0,0.532598534,0.45,16000,3834.709444,E,2015,1
5000,36,9.99,38500,21.66,697,1,41.6,1,11,0,0.130090926,0.45,5000,292.7045834,B,2015,1
4800,36,8.18,35000,34.88,692,4,31.8,0,15,0,0.139089016,0.45,4800,300.4322745,B,2015,0
25000,60,9.76,60000,12.98,722,10,53.2,0,11,0,0.161019433,0.45,25000,1811.468617,B,2015,0
24000,60,17.97,100000,23.22,662,10,65.5,2,19,0,0.525434447,0.45,24000,5674.692028,D,2015,1
5600,36,14.33,44000,19.56,672,8,29.5,0,12,1,0.230581109,0.45,5600,581.064394,C,2015,1
35000,60,18.99,91000,32.4,682,10,12.9,0,12,1,0.580039732,0.45,35000,9135.625777,E,2015,0
5000,36,5.32,85000,22.25,757,10,28.5,0,28,0,0.055282633,0.45,5000,124.3859247,A,2015,0
25000,60,16.99,50000,12.28,767,3,5.7,0,10,0,0.291316861,0.45,25000,3277.314687,D,2015,1
9400,36,11.99,52000,7.55,667,8,28.2,1,26,0,0.184607902,0.45,9400,780.8914249,C,2015,0
21000,36,7.91,125000,13.95,727,2,46.3,0,22,0,0.080917202,0.45,21000,764.667563,A,2015,0
20000,36,10.64,50000,37.8,727,10,50,0,13,0,0.140809055,0.45,20000,1267.281495,B,2015,0
8000,36,14.85,65000,17.41,662,6,56.4,2,32,0,0.290235354,0.45,8000,1044.847274,C,2015,1
10000,36,11.22,190000,4.75,662,10,56.8,1,9,0,0.118678881,0.45,10000,534.0549631,B,2015,0
19050,36,16.99,50000,5.38,677,10,88.2,1,6,0,0.207871236,0.45,19050,1781.976173,D,2015,0
1200,36,7.89,80000,3.71,752,10,7.2,1,7,0,0.047331317,0.45,1200,25.55891128,A,2015,0
15000,36,10.64,58000,18.54,697,10,56.3,0,13,0,0.124859467,0.45,15000,842.8014014,B,2015,0
30925,60,22.99,77343,18.38,667,0,48.3,0,12,0,0.672432307,0.45,30925,9357.736096,F,2015,1
24200,60,18.49,55000,32.21,677,4,52.9,0,11,3,0.554901119,0.45,24200,6042.873191,E,2015,1
16625,36,16.99,71000,39.2,682,2,54.2,0,33,0,0.420836037,0.45,16625,3148.3796,D,2015,1
6425,36,15.77,41000,2.87,672,1,7,1,4,1,0.218454545,0.45,6425,631.6067025,D,2015,0
35000,36,17.27,98000,19.74,687,0,47.8,0,18,0,0.317533611,0.45,35000,5001.154369,D,2015,0
1200,36,11.99,71000,18.64,697,6,58,0,8,1,0.134582835,0.45,1200,72.67473084,C,2015,0
10600,36,9.17,35000,19.51,722,3,60.5,0,5,0,0.086206177,0.45,10600,411.2034624,B,2015,0
20000,36,14.48,315000,11.9,662,8,86.8,0,12,0,0.176592925,0.45,20000,1589.336324,C,2015,1
16000,60,21.99,40000,34.77,662,2,85,0,22,0,0.710576789,0.45,16000,5116.152879,F,2015,1
9600,36,10.64,24000,32.83,682,2,57.6,0,8,0,0.172209791,0.45,9600,743.9462969,B,2015,0
15500,36,17.86,114000,29.37,672,5,67.3,0,11,0,0.337580958,0.45,15500,2354.62718,D,2015,1
35000,36,9.17,105000,18.4,692,1,36,0,25,0,0.144576234,0.45,35000,2277.075679,B,2015,0
15000,60,17.86,57000,18.02,707,10,91.8,0,5,0,0.354081,0.45,15000,2390.046749,D,2015,0
7000,36,11.22,109000,4.97,707,7,11,0,7,1,0.101189218,0.45,7000,318.7460373,B,2015,1
18000,36,7.89,55000,16.69,732,10,34.3,0,12,1,0.072186663,0.45,18000,584.7119734,A,2015,0
14000,60,13.67,80000,37.74,697,10,58.5,0,9,0,0.350852385,0.45,14000,2210.370022,C,2015,0
14000,60,18.2,71000,25.58,702,10,34.7,0,22,0,0.489637739,0.45,14000,3084.717754,E,2015,1
12125,36,16.99,44000,23.57,677,7,11,0,16,1,0.332325746,0.45,12125,1813.252352,D,2015,1
12000,36,11.22,47500,28.1,662,10,27.3,0,9,0,0.195512214,0.45,12000,1055.765958,B,2015,0
15000,36,8.38,57000,17.26,677,4,57.5,0,15,0,0.116195074,0.45,15000,784.3167472,B,2015,0
15000,36,13.67,51000,13.95,697,5,46.8,0,16,0,0.179862883,0.45,15000,1214.074462,C,2015,0
10000,36,8.38,65000,17.85,687,9,31.8,0,10,0,0.102931457,0.45,10000,463.191558,B,2015,0
12000,60,12.59,44000,32.79,717,3,34.1,0,9,0,0.299782367,0.45,12000,1618.82478,C,2015,0
19200,60,11.22,80000,21.54,677,10,39.6,0,10,0,0.273317743,0.45,19200,2361.465299,B,2015,0
15000,36,14.85,130000,27.43,672,7,46,1,28,0,0.297338617,0.45,15000,2007.035666,C,2015,0
10000,36,11.99,90000,6.84,662,0,73.4,0,5,0,0.142512207,0.45,10000,641.3049309,C,2015,0
10000,36,6.89,72000,18.95,777,3,23.9,0,8,0,0.047712763,0.45,10000,214.7074328,A,2015,0
21700,36,15.41,60000,34.66,687,10,51.2,0,24,0,0.310833337,0.45,21700,3035.287533,D,2015,1
24000,60,16.99,65000,35.47,712,2,41.3,0,9,1,0.456769531,0.45,24000,4933.110932,D,2015,1
10000,36,11.22,40000,32.28,717,7,66,0,12,0,0.141318306,0.45,10000,635.9323777,B,2015,0
26875,36,17.57,70000,16.56,682,10,53,0,8,0,0.272240384,0.45,26875,3292.407147,D,2015,1
1600,36,9.17,18000,11.27,762,10,2.1,0,5,0,0.060126399,0.45,1600,43.29100715,B,2015,0
6725,36,15.41,33000,28.02,677,8,83.6,0,9,0,0.245991364,0.45,6725,744.4313666,D,2015,0
16000,36,18.2,55000,29.72,667,0,70.1,0,27,0,0.426498475,0.45,16000,3070.789019,E,2015,1
25000,36,5.32,64000,17.74,772,1,26.4,0,11,0,0.044389379,0.45,25000,499.3805165,A,2015,0
7200,36,17.57,77000,23.91,667,3,64,0,10,2,0.319336195,0.45,7200,1034.64927,D,2015,0
6000,36,17.86,40000,11.07,692,2,13,1,11,0,0.278372776,0.45,6000,751.6064964,D,2015,1
24000,60,12.59,116000,25.88,667,1,78,0,16,0,0.355428939,0.45,24000,3838.632538,C,2015,0
15000,36,5.32,125000,9.49,767,10,32.1,0,10,0,0.033351657,0.45,15000,225.1236876,A,2015,0
22500,60,13.18,100000,14.64,697,4,71.9,1,10,0,0.264320477,0.45,22500,2676.244831,C,2015,1
15000,36,11.99,58000,28.31,672,10,59.4,0,10,1,0.189043713,0.45,15000,1276.045061,C,2015,0
30000,36,9.17,80000,23.19,712,7,34.8,1,18,0,0.120409603,0.45,30000,1625.529639,B,2015,1
8000,36,13.67,71000,12.91,742,10,16.1,0,4,0,0.114510408,0.45,8000,412.2374698,C,2015,0
25000,36,5.32,160000,14.1,717,2,26.1,1,11,0,0.058206129,0.45,25000,654.8189461,A,2015,0
15000,36,14.48,45000,18.69,662,8,92.9,0,8,0,0.214034594,0.45,15000,1444.733506,C,2015,1
30000,36,7.49,160630,19.87,737,10,62.1,0,11,0,0.062420401,0.45,30000,842.6754076,A,2015,0
25000,36,5.32,98000,9.16,792,2,14.5,0,10,0,0.032612104,0.45,25000,366.8861743,A,2015,0
21600,36,9.17,98000,22.96,722,5,14.6,1,15,0,0.110860846,0.45,21600,1077.567418,B,2015,0
11425,60,17.57,83803,35.37,797,10,8.6,0,25,0,0.352602801,0.45,11425,1812.819152,D,2015,1
5600,36,11.49,40000,19.89,707,0,25.5,0,10,0,0.144685723,0.45,5600,364.6080218,B,2015,0
34000,60,13.18,95000,15.58,727,2,45,0,15,0,0.259765675,0.45,34000,3974.414824,C,2015,1
28000,36,6.89,87000,22.55,702,2,59.5,0,28,0,0.106780014,0.45,28000,1345.428174,A,2015,0
35000,60,24.99,160000,11.21,702,6,63.4,12,6,0,0.598469591,0.45,35000,9425.896056,F,2015,1
6000,36,6.24,88700,10.7,707,10,42.3,0,13,0,0.059918491,0.45,6000,161.7799268,A,2015,0
6975,36,7.89,40000,26.31,752,3,25,0,25,0,0.089723498,0.45,6975,281.6196292,A,2015,0
12650,36,7.89,104000,10.84,717,6,87.6,1,3,0,0.057165278,0.45,12650,325.4133478,A,2015,0
12000,36,10.78,35000,4.6,697,1,39.5,0,6,4,0.106349283,0.45,12000,574.2861266,B,2015,0
8800,36,16.55,60000,0.86,777,0,0,0,18,0,0.13863506,0.45,8800,548.9948376,D,2015,0
8000,36,10.64,31000,34.15,687,7,27.7,0,17,0,0.189395562,0.45,8000,681.8240235,B,2015,0
21000,60,14.48,56000,14.92,662,2,38.2,0,10,2,0.389361868,0.45,21000,3679.469651,C,2015,0
35000,60,13.18,87000,16.12,697,8,59.6,1,12,0,0.284210583,0.45,35000,4476.316687,C,2015,0
10000,36,9.76,43000,13.73,707,10,80.7,0,5,0,0.08375632,0.45,10000,376.9034408,B,2015,0
12000,36,7.89,80000,20.25,677,2,75.1,1,10,0,0.103732393,0.45,12000,560.1549201,A,2015,0
12500,36,6.24,74000,27.34,752,10,42,0,8,0,0.05499364,0.45,12500,309.3392225,A,2015,0
15000,36,9.8,41000,24.33,672,9,27,1,15,0,0.162817884,0.45,15000,1099.020718,B,2015,0
12000,36,5.32,80000,8.54,782,10,12.4,0,16,0,0.033898285,0.45,12000,183.0507393,A,2015,0
20000,36,14.33,65000,23.04,727,8,89.5,0,9,0,0.15106161,0.45,20000,1359.554494,C,2015,0
7000,36,11.22,200000,9.12,677,5,5.9,1,18,1,0.144858841,0.45,7000,456.3053477,B,2015,1
35000,36,13.67,80000,29.97,687,10,79.5,0,14,0,0.219375484,0.45,35000,3455.163878,C,2015,0
5000,36,9.76,50480,17.48,662,5,95.4,2,9,0,0.126016585,0.45,5000,283.5373172,B,2015,0
18000,36,16.55,125000,9.55,667,10,50.8,0,5,0,0.226769184,0.45,18000,1836.830394,D,2015,0
15000,36,9.76,42000,14.51,677,1,58,0,12,2,0.13024006,0.45,15000,879.1204071,B,2015,0
7000,36,6.24,70000,24.86,747,10,49.1,0,8,0,0.053009837,0.45,7000,166.9809863,A,2015,0
21900,36,14.85,100000,20.22,672,8,72,0,12,1,0.228235293,0.45,21900,2249.258814,C,2015,0
5000,36,13.67,40000,27.78,697,5,54.9,0,7,0,0.191290847,0.45,5000,430.4044066,C,2015,1
21000,60,13.18,91584,12.42,692,10,28.6,0,12,1,0.279626939,0.45,21000,2642.474576,C,2015,0
24000,60,18.2,80000,28.86,697,8,84.1,0,23,0,0.497074648,0.45,24000,5368.4062,E,2015,1
25500,36,7.26,95000,10.6,782,5,16.1,0,10,0,0.044663462,0.45,25500,512.5132314,A,2015,1
8000,36,13.44,78200,21.44,662,10,52.7,0,18,0,0.226324939,0.45,8000,814.7697796,C,2015,0
20950,60,13.67,130000,8.65,702,10,64.3,1,13,0,0.244330985,0.45,20950,2303.430363,C,2015,0
3000,36,11.22,32000,6.41,747,0,5.6,1,8,0,0.088695155,0.45,3000,119.7384587,B,2015,0
4000,36,10.99,60000,13.04,692,0,34.3,0,17,0,0.142046506,0.45,4000,255.6837104,B,2015,0
5000,36,9.8,47000,16.47,702,2,52.7,0,7,0,0.10427235,0.45,5000,234.6127883,B,2015,0
20600,36,9.17,115000,22.62,682,10,86.2,0,12,0,0.112627237,0.45,20600,1044.054483,B,2015,0
1800,36,7.89,83000,20.29,767,10,23.9,0,17,0,0.05994159,0.45,1800,48.55268753,A,2015,0
21000,60,13.18,183000,28.3,692,10,65.8,0,23,0,0.332331042,0.45,21000,3140.528351,C,2015,0
6025,36,12.88,38000,3.92,667,4,39.7,1,7,0,0.159001664,0.45,6025,431.0932616,C,2015,0
35000,36,18.49,115000,15.81,667,10,11.1,0,13,3,0.354711191,0.45,35000,5586.701264,E,2015,1
15000,36,8.38,81000,7.75,742,2,20.4,0,8,0,0.063513793,0.45,15000,428.7181001,B,2015,0
4000,36,8.38,85000,32.52,702,10,82.9,0,10,0,0.099196492,0.45,4000,178.5536864,B,2015,0
20000,36,7.89,65000,12.72,722,1,31,0,11,0,0.07847479,0.45,20000,706.2731124,A,2015,0
14075,60,21.99,80000,22.28,667,10,63.9,0,7,1,0.597495967,0.45,14075,3784.390081,F,2015,1
20000,60,10.78,65000,24.31,742,10,44.7,0,17,0,0.19739272,0.45,20000,1776.534483,B,2015,0
20000,36,11.99,85000,39.84,712,10,36.4,0,24,0,0.208483042,0.45,20000,1876.34738,C,2015,1
6000,36,12.05,59400,29.7,697,10,64.6,0,15,0,0.167813308,0.45,6000,453.0959328,C,2015,1
8000,36,5.32,93000,8.46,692,1,65.2,0,6,0,0.054496256,0.45,8000,196.1865218,A,2015,0
9000,36,7.89,55000,6.2,697,2,45.6,0,7,1,0.075025191,0.45,9000,303.8520227,A,2015,0
6075,36,15.77,80000,26.88,677,10,95,0,9,0,0.235238989,0.45,6075,643.0845848,D,2015,0
15000,36,11.99,75000,27.79,667,8,62.4,0,18,0,0.209847844,0.45,15000,1416.472947,C,2015,1
6000,36,11.49,39000,11.57,672,10,69.2,7,5,4,0.130120486,0.45,6000,351.3253121,B,2015,0
35000,60,18.49,94000,28.51,672,10,77,0,16,0,0.538513347,0.45,35000,8481.585207,E,2015,0
27850,36,24.24,55702,26.18,677,10,95.7,1,10,1,0.505425927,0.45,27850,6334.250425,F,2015,0
11200,36,17.86,30000,3,742,5,3.2,1,9,0,0.185172867,0.45,11200,933.271252,D,2015,1
18000,60,11.99,49000,21.94,707,10,43.5,0,15,0,0.262849952,0.45,18000,2129.084614,C,2015,0
3500,36,6.24,38000,16.01,682,5,62,0,6,1,0.073710077,0.45,3500,116.0933717,A,2015,0
24000,60,8.38,80000,27.83,692,3,38.7,0,24,0,0.250908122,0.45,24000,2709.807721,B,2015,1
11200,36,9.17,55000,26.04,662,10,58.6,2,10,0,0.143403222,0.45,11200,722.7522385,B,2015,0
14825,60,19.99,65000,1.27,707,10,22.6,0,5,0,0.391292934,0.45,14825,2610.412984,E,2015,0
7375,36,7.89,40000,29.82,707,3,77.7,0,12,0,0.09933966,0.45,7375,329.6834982,A,2015,0
33000,36,6.24,131000,12.41,717,10,23,0,12,0,0.063028655,0.45,33000,935.9755304,A,2015,0
6000,36,12.59,40000,14.85,697,2,43.2,0,10,0,0.153787895,0.45,6000,415.2273169,C,2015,1
19000,36,8.18,46700,10.41,677,10,94.8,0,4,0,0.080096508,0.45,19000,684.8251415,B,2015,0
5000,36,7.89,54000,8.62,692,2,49.3,0,10,0,0.082003805,0.45,5000,184.5085603,A,2015,0
26550,36,18.49,92000,10.97,667,10,29.7,0,12,1,0.320321317,0.45,26550,3827.038938,E,2015,0
30000,36,6.89,100000,16.21,817,10,12.4,0,19,0,0.039257083,0.45,30000,529.9706255,A,2015,1
7000,36,10.99,58000,22.26,702,2,31.5,1,8,0,0.138525015,0.45,7000,436.3537962,B,2015,0
14000,36,5.32,45000,7.25,787,10,23,0,7,0,0.028809369,0.45,14000,181.4990227,A,2015,0
25000,60,25.99,67500,22.14,677,6,64.1,0,12,0,0.728365883,0.45,25000,8194.116183,F,2015,1
14225,60,15.77,68000,11.33,662,5,25,0,7,0,0.399585905,0.45,14225,2557.849276,D,2015,0
22000,36,12.59,50000,12.19,677,5,57.7,1,7,0,0.161719071,0.45,22000,1601.018806,C,2015,0
17000,36,7.26,88000,20.13,692,8,56.6,1,11,0,0.087760025,0.45,17000,671.3641948,A,2015,0
15000,36,15.41,75400,13.8,677,3,85.6,0,6,0,0.203688032,0.45,15000,1374.894215,D,2015,0
30500,36,9.17,90000,35.52,722,4,9,0,32,0,0.169136398,0.45,30500,2321.397056,B,2015,0
30000,36,9.76,135000,16.23,732,2,13.2,0,13,0,0.100389792,0.45,30000,1355.262188,B,2015,0
23350,60,17.57,78000,17.6,687,10,101,0,7,0,0.383488394,0.45,23350,4029.504302,D,2015,1
7500,36,11.99,65000,11.59,682,7,88.7,0,8,0,0.127316724,0.45,7500,429.6939428,C,2015,0
6000,36,9.8,58000,22.59,672,1,50.7,0,8,0,0.143081194,0.45,6000,386.3192241,B,2015,0
14175,36,15.41,76000,27.03,692,2,49.3,0,13,1,0.256079079,0.45,14175,1633.464427,D,2015,0
17050,36,18.2,60000,32.87,702,0,38.4,0,13,0,0.352088516,0.45,17050,2701.399135,E,2015,0
6000,36,9.76,50000,18.87,757,1,1,0,10,0,0.086186117,0.45,6000,232.7025147,B,2015,0
11000,36,6.24,80000,9.99,717,1,74.7,0,5,0,0.051279791,0.45,11000,253.8349636,A,2015,0
